,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
12104,1-1301,1,2,2,0,49,1,1,2,0,6,4233    ,42,30000,5,219,2731.2,0,1,1,1,1,665.0,665.0
12105,1-1301,1,2,2,0,49,2,1,2,0,6,       0,0,7200,1,219,2731.2,0,1,1,1,1,665.0,750.0
12269,1-1301,1,2,1,0,59,2,2,2,0,6,8123    ,81,11100,2,83,2731.2,1,1,1,1,1,118.0,118.0
12539,1-1301,1,1,1,0,70,2,4,2,0,6,       0,0,16200,3,133,2731.2,1,2,1,1,1,39.0,39.0
12681,1-1301,1,1,3,0,70,1,1,2,0,6,       0,0,19000,3,297,2731.2,1,1,1,1,1,69.0,68.0
12682,1-1301,1,1,3,0,68,2,1,2,0,6,       0,0,14400,3,297,2731.2,0,1,1,1,1,69.0,83.0
12683,1-1301,1,1,3,0,70,1,4,2,0,6,       0,0,25900,4,297,2731.2,1,1,1,1,1,69.0,64.0
12684,1-1301,1,1,1,0,68,2,6,2,0,6,       0,0,10000,2,82,2731.2,0,2,2,1,1,69.0,79.0
12769,1-1301,1,2,3,2,38,2,6,2,0,10,5242    ,52,19500,3,96,2731.2,0,1,1,1,1,105.0,105.0
12770,1-1301,1,2,3,0,11,2,6,2,0,2,       0,0,9999999,9,96,2731.2,0,1,1,1,1,105.0,127.0
12771,1-1301,1,2,3,0,1,2,6,2,0,0,       0,0,9999999,9,96,2731.2,0,0,0,1,1,105.0,141.0
12920,1-1301,1,1,2,0,62,1,1,2,0,7,4481    ,44,0,0,92,2731.2,0,1,1,1,1,189.0,190.0
12921,1-1301,1,1,2,0,63,2,1,2,0,8,6111    ,61,15600,3,92,2731.2,0,1,1,1,1,189.0,183.0
13169,1-1301,1,2,1,0,68,2,3,2,0,6,       0,0,11100,2,91,2731.2,0,1,2,1,1,72.0,72.0
13400,1-1301,1,2,1,0,68,1,4,2,0,10,611M1   ,61,40000,5,328,2731.2,0,1,1,1,1,40.0,40.0
13738,1-1301,1,1,5,1,61,2,4,2,0,8,3391    ,33,24200,4,174,2731.2,0,1,1,1,1,48.0,47.0
13739,1-1301,1,1,5,3,41,2,4,2,0,8,491     ,49,27500,4,174,2731.2,0,2,1,1,1,48.0,65.0
13740,1-1301,1,1,5,0,18,1,6,2,0,6,311M2   ,31,2600,1,174,2731.2,0,1,1,1,1,48.0,91.0
13741,1-1301,1,1,5,0,13,1,6,2,0,2,       0,0,9999999,9,174,2731.2,0,1,1,1,1,48.0,67.0
13742,1-1301,1,1,5,0,12,2,6,2,0,2,       0,0,9999999,9,174,2731.2,0,1,1,1,1,48.0,73.0
14055,1-1301,1,2,5,4,36,1,4,2,0,7,491     ,49,71000,7,238,2731.2,6,1,1,1,1,335.0,334.0
14056,1-1301,1,2,5,0,2,2,6,2,0,0,       0,0,9999999,9,238,2731.2,0,0,0,1,1,335.0,379.0
14057,1-1301,1,2,5,0,17,1,6,2,0,5,       0,0,0,0,238,2731.2,0,1,1,1,1,335.0,386.0
14058,1-1301,1,2,5,0,10,2,6,2,0,1,       0,0,9999999,9,238,2731.2,0,1,1,1,1,335.0,340.0
14059,1-1301,1,2,5,0,3,2,6,2,0,0,       0,0,9999999,9,238,2731.2,0,0,0,1,1,335.0,379.0
14144,1-1301,1,1,1,0,65,1,5,2,0,7,       0,0,17600,3,143,2731.2,4,2,2,1,1,150.0,151.0
14467,1-1301,1,1,2,0,63,1,1,2,0,6,622M    ,62,28700,4,228,2731.2,0,1,1,1,1,76.0,76.0
14468,1-1301,1,1,2,0,62,2,1,2,0,6,6244    ,62,10200,2,228,2731.2,0,1,2,2,1,76.0,72.0
14587,1-1301,1,1,1,0,68,1,6,2,0,10,       0,0,24200,4,199,2731.2,0,1,2,1,1,59.0,59.0
14607,1-1301,1,1,2,0,80,2,1,2,0,8,       0,0,14400,3,271,2731.2,0,1,1,1,1,58.0,58.0
14608,1-1301,1,1,2,0,81,1,1,2,0,8,       0,0,26900,4,271,2731.2,0,1,2,1,2,58.0,33.0
14725,1-1301,1,1,2,1,59,2,4,2,0,11,6111    ,61,58150,6,358,2731.2,0,1,1,1,1,38.0,38.0
14726,1-1301,1,1,2,0,23,1,6,2,0,7,4244    ,42,3000,1,358,2731.2,0,1,1,1,1,38.0,83.0
14727,1-1301,1,1,1,0,53,1,4,2,0,7,23      ,23,0,0,1,2731.2,0,1,1,1,1,38.0,61.0
14728,1-1301,1,1,1,0,23,1,6,2,0,7,722Z    ,72,0,0,1,2731.2,0,1,1,1,1,38.0,83.0
14773,1-1301,1,2,1,0,74,2,4,2,0,6,       0,0,27400,4,224,2731.2,0,2,2,2,2,117.0,116.0
14839,1-1301,1,1,1,0,71,2,4,2,0,6,621M    ,62,51500,6,425,2731.2,0,1,1,1,2,45.0,45.0
14961,1-1301,1,1,2,1,30,2,6,2,0,6,       0,0,0,0,1,2731.2,0,1,2,1,1,183.0,183.0
14962,1-1301,1,1,2,0,7,1,6,2,0,1,       0,0,9999999,9,1,2731.2,0,1,1,1,1,183.0,232.0
15369,1-1301,1,2,1,0,68,2,4,2,0,6,4523    ,45,13000,3,106,2731.2,0,1,2,1,1,55.0,55.0
15561,1-1301,1,2,2,1,53,1,4,2,0,8,       0,0,9300,2,54,2731.2,0,1,2,1,1,186.0,185.0
15562,1-1301,1,2,2,0,35,2,6,2,0,8,999920  ,99,0,0,54,2731.2,1,1,1,1,1,186.0,170.0
15745,1-1301,1,1,2,0,28,1,1,1,0,8,4244    ,42,10000,2,105,2731.2,0,1,1,1,1,129.0,128.0
15746,1-1301,1,1,2,0,26,2,1,1,4,7,722Z    ,72,8000,2,105,2731.2,0,2,1,1,1,129.0,110.0
15747,1-1301,1,1,1,0,28,1,6,1,0,6,722Z    ,72,20000,3,152,2731.2,1,1,1,1,1,129.0,118.0
15748,1-1301,1,1,1,0,27,1,6,1,0,6,722Z    ,72,7500,2,57,2731.2,0,1,1,1,1,129.0,120.0
15819,1-1301,1,1,2,1,64,2,4,2,0,6,4523    ,45,27000,4,347,2731.2,0,1,1,1,1,130.0,129.0
15820,1-1301,1,1,2,0,39,1,6,2,0,10,5241    ,52,32000,5,347,2731.2,0,1,1,1,1,130.0,205.0
15935,1-1301,1,2,3,1,44,1,6,2,0,5,311M2   ,31,9300,2,61,2731.2,0,1,1,1,1,150.0,150.0
15936,1-1301,1,2,3,0,32,2,6,2,0,6,       0,0,0,0,61,2731.2,0,1,1,1,1,150.0,114.0
15937,1-1301,1,2,3,0,48,1,6,2,0,6,5613    ,56,2800,1,61,2731.2,0,1,1,1,1,150.0,152.0
16083,1-1301,1,1,2,1,64,2,4,2,0,10,6111    ,61,60000,7,501,2731.2,0,1,1,1,1,123.0,124.0
16084,1-1301,1,1,2,0,27,1,6,2,0,6,3241M   ,32,41600,6,501,2731.2,0,1,1,1,1,123.0,267.0
16152,1-1301,1,1,4,0,77,2,1,1,0,6,       0,0,40100,5,394,2731.2,0,1,1,1,1,118.0,117.0
16153,1-1301,1,1,4,0,82,1,1,1,0,6,       0,0,15500,3,394,2731.2,1,2,2,1,1,118.0,108.0
16154,1-1301,1,1,4,0,75,1,6,1,0,6,       0,0,9100,2,394,2731.2,0,2,2,1,1,118.0,104.0
16155,1-1301,1,1,4,0,64,2,6,1,0,10,52M1    ,52,39000,5,394,2731.2,0,1,1,1,1,118.0,111.0
16266,1-1301,1,2,3,2,33,2,6,2,0,6,517Z    ,51,0,0,1,2731.2,0,1,1,2,1,134.0,135.0
16267,1-1301,1,2,3,0,13,1,6,2,0,2,       0,0,9999999,9,1,2731.2,0,1,1,1,1,134.0,173.0
16268,1-1301,1,2,3,0,9,1,6,2,0,1,       0,0,9999999,9,1,2731.2,0,2,2,1,1,134.0,171.0
16387,1-1301,1,1,5,2,31,2,3,2,0,6,9211MP  ,92,23900,4,259,2731.2,0,1,1,1,1,74.0,74.0
16388,1-1301,1,1,5,0,8,1,6,2,0,1,       0,0,9999999,9,259,2731.2,0,2,1,1,1,74.0,95.0
16389,1-1301,1,1,5,0,1,1,6,2,0,0,       0,0,9999999,9,259,2731.2,0,0,0,1,1,74.0,155.0
16390,1-1301,1,1,5,1,48,2,4,2,0,7,       0,0,30900,5,259,2731.2,0,1,2,1,1,74.0,122.0
16391,1-1301,1,1,5,0,71,1,5,2,0,6,       0,0,25900,4,259,2731.2,6,1,1,1,1,74.0,63.0
16416,1-1301,1,2,2,1,43,2,6,2,0,6,       0,0,9300,2,137,2731.2,0,2,1,1,1,63.0,63.0
16417,1-1301,1,2,2,0,20,1,6,2,0,7,561M    ,56,14100,3,137,2731.2,0,1,1,1,1,63.0,106.0
16456,1-1301,1,2,3,1,38,2,4,2,0,8,5613    ,56,36600,5,211,2731.2,0,2,1,2,1,60.0,60.0
16457,1-1301,1,2,3,1,44,1,6,2,0,5,336M    ,33,49000,6,372,2731.2,0,1,1,1,1,60.0,68.0
16458,1-1301,1,2,3,0,16,2,6,2,0,4,44511   ,44,300,1,211,2731.2,0,1,1,1,1,60.0,45.0
16500,1-1301,1,2,2,1,30,2,2,2,0,10,6241    ,62,5600,1,32,2731.2,0,1,1,1,1,389.0,389.0
16501,1-1301,1,2,2,0,7,2,6,2,0,1,       0,0,9999999,9,32,2731.2,0,1,1,1,1,389.0,553.0
16588,1-1301,1,1,1,0,69,1,2,2,0,6,491     ,49,64100,7,501,2731.2,3,1,1,1,1,59.0,60.0
16607,1-1301,1,1,2,0,54,2,1,2,0,6,6216    ,62,21000,4,277,2731.2,0,1,1,1,1,439.0,439.0
16608,1-1301,1,1,2,0,69,1,1,2,0,6,331M    ,33,26400,4,277,2731.2,0,1,1,1,1,439.0,262.0
16640,1-1301,1,1,2,0,70,2,1,1,0,10,       0,0,41400,6,452,2731.2,0,1,1,1,1,41.0,41.0
16641,1-1301,1,1,2,0,74,1,1,1,0,6,       0,0,27600,4,452,2731.2,1,1,2,1,1,41.0,37.0
16821,1-1301,1,1,1,0,47,1,4,2,0,10,5415    ,54,120000,8,501,2731.2,0,1,1,1,1,130.0,130.0
16864,1-1301,1,2,2,1,41,2,6,2,0,8,623M    ,62,31500,5,180,2731.2,0,1,1,1,1,164.0,164.0
16865,1-1301,1,2,2,0,17,1,6,2,0,5,       0,0,0,0,180,2731.2,0,1,1,1,1,164.0,226.0
16887,1-1301,1,1,2,0,49,2,6,1,0,6,       0,0,1980,1,27,2731.2,0,2,1,1,1,58.0,57.0
16888,1-1301,1,1,2,1,84,2,5,1,0,4,       0,0,2600,1,27,2731.2,0,1,2,1,1,58.0,39.0
16946,1-1301,1,1,2,0,49,1,1,1,4,6,3116    ,31,33600,5,199,2731.2,0,1,1,1,1,238.0,238.0
16947,1-1301,1,1,2,0,45,2,1,1,4,6,       0,0,0,0,199,2731.2,0,1,1,1,1,238.0,218.0
17456,1-1301,1,1,3,0,59,1,1,7,0,7,       0,0,0,0,1,2731.2,0,1,1,1,1,35.0,35.0
17457,1-1301,1,1,3,0,59,2,1,7,0,7,       0,0,0,0,1,2731.2,0,1,1,1,1,35.0,34.0
17458,1-1301,1,1,3,0,56,2,6,7,0,6,       0,0,0,0,1,2731.2,0,1,1,1,1,35.0,32.0
17752,1-1301,1,1,2,0,93,2,5,2,0,6,       0,0,16800,3,110,2731.2,0,2,2,2,2,341.0,342.0
17753,1-1301,1,1,2,0,22,1,6,2,0,6,       0,0,0,0,110,2731.2,0,1,1,1,1,341.0,510.0
17863,1-1301,1,2,1,0,47,2,3,2,0,6,3MS     ,33,46000,6,351,2731.2,0,1,1,1,1,47.0,47.0
17864,1-1301,1,2,1,0,18,1,6,2,0,5,       0,0,0,0,1,2731.2,0,1,1,1,1,47.0,53.0
18167,1-1301,1,1,2,0,72,2,1,2,0,11,       0,0,54400,6,501,2731.2,0,1,1,1,1,83.0,83.0
18168,1-1301,1,1,2,0,75,1,1,2,0,10,       0,0,74200,7,501,2731.2,4,1,1,1,1,83.0,62.0
18355,1-1301,1,1,2,0,69,2,1,2,0,7,23      ,23,57000,6,466,2731.2,0,1,2,1,1,78.0,77.0
18356,1-1301,1,1,2,0,69,1,1,2,0,6,331M    ,33,14400,3,466,2731.2,0,1,2,1,1,78.0,60.0
18429,1-1301,1,2,2,0,63,1,6,2,0,7,       0,0,15000,3,146,2731.2,0,1,1,1,1,105.0,104.0
18430,1-1301,1,2,2,0,73,1,6,2,0,5,       0,0,9700,2,146,2731.2,0,2,1,2,1,105.0,95.0
18447,1-1301,1,2,2,0,62,1,4,2,0,6,23      ,23,11300,2,138,2731.2,0,2,2,1,1,118.0,118.0
18448,1-1301,1,2,2,0,69,2,4,2,0,6,       0,0,12000,2,138,2731.2,0,1,1,1,1,118.0,134.0
18532,1-1301,1,2,4,0,70,1,5,2,0,6,515     ,51,1200,1,25,2731.2,0,1,2,1,1,125.0,126.0
18533,1-1301,1,2,4,2,29,2,6,2,0,6,6231    ,62,5300,1,25,2731.2,0,2,2,2,2,125.0,421.0
18534,1-1301,1,2,4,0,9,2,6,2,0,1,       0,0,9999999,9,25,2731.2,0,1,1,1,1,125.0,221.0
18535,1-1301,1,2,4,0,1,1,6,2,0,0,       0,0,9999999,9,25,2731.2,0,0,0,1,1,125.0,321.0
18608,1-1301,1,2,1,0,53,2,4,2,0,8,4523    ,45,36000,5,273,2731.2,0,1,1,1,1,125.0,125.0
18964,1-1301,1,2,1,0,83,1,5,2,0,6,       0,0,14500,3,119,2731.2,0,1,1,1,1,51.0,51.0
18989,1-1301,1,2,1,0,42,1,4,2,0,6,3261    ,32,45000,6,339,2731.2,0,1,1,1,1,142.0,142.0
19000,1-1301,1,1,8,1,73,1,1,2,0,5,       0,0,19200,3,129,2731.2,0,1,1,1,1,36.0,37.0
19001,1-1301,1,1,8,1,69,2,1,2,0,6,23      ,23,12600,2,129,2731.2,0,1,1,1,1,36.0,44.0
19002,1-1301,1,1,8,5,51,2,3,2,0,10,       0,0,8200,2,129,2731.2,0,1,1,1,1,36.0,54.0
19003,1-1301,1,1,8,0,19,2,6,2,0,6,       0,0,8000,2,129,2731.2,1,1,1,1,1,36.0,61.0
19004,1-1301,1,1,8,0,16,1,6,2,0,3,       0,0,0,0,129,2731.2,0,2,1,1,1,36.0,65.0
19005,1-1301,1,1,8,0,15,1,6,2,0,3,       0,0,9000,2,129,2731.2,0,1,1,1,1,36.0,65.0
19006,1-1301,1,1,8,0,13,2,6,2,0,2,       0,0,9999999,9,129,2731.2,0,1,1,1,1,36.0,57.0
19007,1-1301,1,1,8,0,11,2,6,2,0,1,       0,0,9999999,9,129,2731.2,0,1,1,1,1,36.0,57.0
19037,1-1301,1,1,1,0,77,2,5,2,0,7,       0,0,31200,5,255,2731.2,0,1,1,1,1,87.0,87.0
19069,1-1301,1,2,1,0,62,1,4,1,0,6,531M    ,53,40000,5,303,2731.2,0,1,1,1,1,101.0,102.0
19202,1-1301,1,1,3,0,27,2,6,2,0,10,4481    ,44,9000,2,49,2731.2,0,1,1,1,1,214.0,215.0
19203,1-1301,1,1,3,1,63,2,4,2,0,10,517311  ,51,0,0,49,2731.2,0,1,1,1,1,214.0,83.0
19204,1-1301,1,1,3,0,63,2,4,2,0,10,       0,0,820,1,49,2731.2,0,1,2,1,1,214.0,83.0
19205,1-1301,1,1,1,0,27,2,6,2,0,6,3MS     ,33,30000,5,228,2731.2,0,1,1,1,1,214.0,226.0
19459,1-1301,1,1,3,1,57,2,1,2,0,6,813M    ,81,30000,5,382,2731.2,0,1,1,1,1,120.0,120.0
19460,1-1301,1,1,3,1,68,1,1,2,0,6,       0,0,27400,4,382,2731.2,1,1,1,1,1,120.0,100.0
19461,1-1301,1,1,3,0,28,1,6,2,0,6,492     ,49,18000,3,382,2731.2,0,1,1,1,1,120.0,226.0
19517,1-1301,1,1,1,0,61,2,6,2,0,8,       0,0,9000,2,68,2731.2,0,2,2,1,1,203.0,204.0
19730,1-1301,1,2,2,0,57,2,1,1,0,10,5613    ,56,26700,4,181,2731.2,0,1,2,1,2,85.0,85.0
19731,1-1301,1,2,2,0,62,1,1,1,0,6,92MP    ,92,3800,1,181,2731.2,0,1,1,2,2,85.0,80.0
19810,1-1301,1,2,2,0,77,2,4,2,0,8,       0,0,30800,5,201,2731.2,0,1,1,1,1,86.0,86.0
19811,1-1301,1,2,2,0,33,2,6,2,0,6,       0,0,0,0,201,2731.2,0,1,1,1,1,86.0,68.0
19928,1-1301,1,1,3,1,59,2,1,2,0,8,622M    ,62,0,0,181,2731.2,0,1,1,1,1,155.0,156.0
19929,1-1301,1,1,3,1,60,1,1,2,0,6,       0,0,1300,1,181,2731.2,0,1,1,1,1,155.0,153.0
19930,1-1301,1,1,3,0,30,1,6,2,0,10,622M    ,62,35000,5,181,2731.2,0,1,1,1,1,155.0,257.0
20073,1-1301,1,1,2,0,64,2,1,2,0,10,       0,0,63600,7,501,2731.2,0,1,2,1,1,175.0,175.0
20074,1-1301,1,1,2,0,64,1,1,2,0,6,23      ,23,53000,6,501,2731.2,6,1,2,1,1,175.0,170.0
20344,1-1301,1,1,1,0,30,2,6,2,0,8,5416    ,54,17400,3,132,2731.2,0,2,1,1,2,49.0,49.0
20710,1-1301,1,2,3,1,38,1,1,2,0,6,484     ,48,23000,4,210,2731.2,0,1,1,1,1,370.0,371.0
20711,1-1301,1,2,3,1,31,2,1,2,0,6,424M    ,42,20000,3,210,2731.2,0,1,1,1,1,370.0,256.0
20712,1-1301,1,2,3,0,3,2,6,2,0,1,       0,0,9999999,9,210,2731.2,0,0,0,1,1,370.0,368.0
20788,1-1301,1,2,2,0,59,1,1,2,0,8,315M    ,31,97000,7,501,2731.2,9,1,1,1,1,102.0,101.0
20789,1-1301,1,2,2,0,59,2,1,2,0,6,       0,0,9600,2,501,2731.2,0,1,1,1,1,102.0,98.0
20815,1-1301,1,2,1,0,72,2,4,2,0,8,       0,0,30800,5,254,2731.2,1,1,1,1,1,109.0,108.0
20816,1-1301,1,2,1,0,58,2,6,2,0,7,928P    ,92,80000,7,501,2731.2,0,1,1,1,1,186.0,186.0
21255,1-1301,1,2,2,1,35,2,6,2,0,6,336M    ,33,20000,3,113,2731.2,0,1,1,1,1,165.0,166.0
21256,1-1301,1,2,2,0,8,2,6,2,0,1,       0,0,9999999,9,113,2731.2,0,1,1,1,1,165.0,199.0
21280,1-1301,1,2,2,0,55,1,1,2,0,7,336M    ,33,33000,5,193,2731.2,0,1,1,1,1,204.0,204.0
21281,1-1301,1,2,2,0,55,2,1,2,0,8,       0,0,0,0,193,2731.2,0,1,1,1,1,204.0,197.0
21297,1-1301,1,1,5,0,61,1,1,2,0,6,23      ,23,10000,2,115,2731.2,0,1,1,1,1,71.0,71.0
21298,1-1301,1,1,5,0,64,2,1,2,0,6,6111    ,61,23000,4,115,2731.2,0,1,1,1,1,71.0,68.0
21299,1-1301,1,1,5,0,25,2,4,2,0,7,622M    ,62,3000,1,115,2731.2,0,1,1,2,1,71.0,176.0
21300,1-1301,1,1,5,0,4,2,6,2,0,0,       0,0,9999999,9,115,2731.2,0,0,0,1,1,71.0,104.0
21301,1-1301,1,1,5,0,1,1,6,2,0,0,       0,0,9999999,9,115,2731.2,0,0,0,1,1,71.0,135.0
21440,1-1301,1,2,3,0,64,2,6,2,0,4,       0,0,10100,2,60,2731.2,0,1,2,1,1,203.0,203.0
21441,1-1301,1,2,3,0,62,1,5,2,0,6,4413    ,44,120000,8,501,2731.2,0,1,1,1,1,203.0,195.0
21442,1-1301,1,2,3,0,26,1,6,2,0,6,4523    ,45,0,0,60,2731.2,0,1,1,1,1,203.0,380.0
21769,1-1301,1,2,1,0,69,2,5,2,0,7,6231    ,62,70400,7,501,2731.2,0,2,1,1,1,227.0,227.0
21785,1-1301,1,2,1,0,51,2,6,2,0,6,       0,0,0,0,1,2731.2,0,1,1,1,1,173.0,172.0
22164,1-1301,1,1,1,0,63,2,5,2,0,7,23      ,23,54000,6,412,2731.2,0,1,1,1,1,47.0,47.0
22308,1-1301,1,2,3,2,38,2,6,2,0,6,722Z    ,72,16000,3,78,2731.2,0,1,1,1,1,54.0,54.0
22309,1-1301,1,2,3,0,14,1,6,2,0,3,       0,0,9999999,9,78,2731.2,0,1,1,1,1,54.0,58.0
22310,1-1301,1,2,3,0,8,2,6,2,0,1,       0,0,9999999,9,78,2731.2,0,1,1,1,1,54.0,65.0
22593,1-1301,1,2,1,0,66,1,3,2,0,5,       0,0,10100,2,83,2731.2,6,1,2,1,1,39.0,40.0
22828,1-1301,1,1,6,1,64,2,1,2,0,6,6214    ,62,27600,4,177,2731.2,0,1,1,1,1,69.0,69.0
22829,1-1301,1,1,6,1,77,1,1,2,0,6,       0,0,10000,2,177,2731.2,0,1,2,2,1,69.0,57.0
22830,1-1301,1,1,6,3,36,1,4,2,0,6,23      ,23,24000,4,177,2731.2,0,1,1,1,1,69.0,97.0
22831,1-1301,1,1,6,0,16,1,6,2,0,4,       0,0,0,0,177,2731.2,0,1,1,1,1,69.0,105.0
22832,1-1301,1,1,6,0,12,2,6,2,0,2,       0,0,9999999,9,177,2731.2,0,1,1,1,1,69.0,93.0
22833,1-1301,1,1,6,0,10,2,6,2,0,1,       0,0,9999999,9,177,2731.2,0,1,1,1,1,69.0,93.0
22915,1-1301,1,2,1,0,42,1,6,2,0,6,33641M1 ,33,50000,6,380,2731.2,0,1,1,1,1,301.0,301.0
23425,1-1301,1,2,5,3,30,2,1,2,0,7,44413   ,44,24000,4,125,2731.2,0,1,1,1,1,311.0,311.0
23426,1-1301,1,2,5,3,26,1,1,2,0,7,4523    ,45,14000,3,125,2731.2,0,1,1,1,1,311.0,570.0
23427,1-1301,1,2,5,0,11,1,6,2,0,1,       0,0,9999999,9,125,2731.2,0,1,1,1,1,311.0,345.0
23428,1-1301,1,2,5,0,0,1,6,2,0,0,       0,0,9999999,9,125,2731.2,0,0,0,1,1,311.0,561.0
23429,1-1301,1,2,5,0,0,2,6,2,0,0,       0,0,9999999,9,125,2731.2,0,0,0,1,1,311.0,431.0
23458,1-1301,1,1,1,0,87,2,5,1,0,6,       0,0,10100,2,83,2731.2,0,1,1,1,1,29.0,30.0
23621,1-1301,1,1,1,0,70,2,4,2,0,6,3279    ,32,24700,4,202,2731.2,0,1,1,1,1,63.0,63.0
23768,1-1301,1,1,3,1,39,1,1,2,0,7,561M    ,56,40000,5,342,2731.2,0,1,1,1,1,229.0,229.0
23769,1-1301,1,1,3,1,39,2,1,2,0,7,621M    ,62,30000,5,342,2731.2,0,1,1,1,1,229.0,186.0
23770,1-1301,1,1,3,0,13,2,6,2,0,2,       0,0,9999999,9,342,2731.2,0,1,1,1,1,229.0,201.0
23771,1-1301,1,2,5,4,37,2,3,2,0,6,6231    ,62,36800,5,122,2731.2,0,1,1,1,1,295.0,295.0
23772,1-1301,1,2,5,0,18,2,6,2,0,6,       0,0,0,0,122,2731.2,0,1,1,1,1,295.0,385.0
23773,1-1301,1,2,5,0,16,1,6,2,0,4,       0,0,0,0,122,2731.2,0,1,1,1,1,295.0,406.0
23774,1-1301,1,2,5,0,14,2,6,2,0,2,       0,0,9999999,9,122,2731.2,0,1,1,1,1,295.0,356.0
23775,1-1301,1,2,5,0,12,1,6,2,0,2,       0,0,9999999,9,122,2731.2,0,1,1,1,1,295.0,320.0
23815,1-1301,1,2,2,0,42,1,6,6,0,6,484     ,48,38000,5,446,2731.2,0,1,1,1,1,190.0,191.0
23816,1-1301,1,2,2,0,41,1,6,6,0,6,484     ,48,38000,5,446,2731.2,0,1,1,1,1,190.0,201.0
23950,1-1301,1,1,1,0,40,1,6,1,1,3,45439   ,45,20900,4,157,2731.2,0,1,1,1,1,39.0,40.0
24309,1-1301,1,1,1,0,83,2,5,2,0,7,611M1   ,61,16300,3,135,2731.2,0,1,2,1,1,87.0,87.0
24408,1-1301,1,1,1,0,66,2,2,1,0,10,92M2    ,92,53480,6,440,2731.2,0,1,1,1,1,150.0,150.0
24474,1-1301,1,1,1,0,70,2,4,2,0,7,       0,0,16400,3,135,2731.2,0,1,1,1,1,110.0,111.0
24492,1-1301,1,2,4,2,26,2,1,1,0,6,722Z    ,72,0,0,34,2731.2,0,1,1,1,1,53.0,53.0
24493,1-1301,1,2,4,2,29,1,1,1,0,2,       0,0,8800,2,34,2731.2,0,1,1,1,1,53.0,51.0
24494,1-1301,1,2,4,0,6,2,6,1,0,1,       0,0,9999999,9,34,2731.2,0,1,1,1,1,53.0,44.0
24495,1-1301,1,2,4,0,4,2,6,1,0,0,       0,0,9999999,9,34,2731.2,0,0,0,1,1,53.0,44.0
24614,1-1301,1,1,2,0,74,2,1,2,0,6,       0,0,40000,5,501,2731.2,0,1,1,1,1,472.0,473.0
24615,1-1301,1,1,2,0,83,1,1,2,0,6,4411    ,44,62900,7,501,2731.2,0,1,1,1,1,472.0,359.0
24616,1-1301,1,1,1,0,84,1,5,2,0,5,       0,0,52300,6,432,2731.2,6,2,2,1,2,200.0,199.0
24722,1-1301,1,2,1,0,44,1,4,2,0,7,4853    ,48,10400,2,78,2731.2,0,1,1,2,1,173.0,174.0
24963,1-1301,1,2,2,0,49,2,6,2,0,8,       0,0,18700,3,111,2731.2,0,1,2,1,1,164.0,164.0
24964,1-1301,1,2,2,0,50,1,3,2,0,6,       0,0,0,0,111,2731.2,0,1,1,1,1,164.0,155.0
25176,1-1301,1,2,3,0,51,2,6,2,0,10,4441Z   ,44,65000,7,473,2731.2,0,1,1,1,1,100.0,99.0
25177,1-1301,1,2,3,0,50,1,4,2,0,6,56173   ,56,5800,1,44,2731.2,0,1,1,1,1,100.0,100.0
25178,1-1301,1,2,3,0,79,2,6,2,0,6,       0,0,15000,3,473,2731.2,0,1,2,1,1,100.0,96.0
25211,1-1301,1,2,1,0,70,2,4,2,0,8,       0,0,9300,2,76,2731.2,0,1,2,1,1,147.0,147.0
25260,1-1301,1,1,3,1,54,1,1,2,0,10,92MP    ,92,80000,7,501,2731.2,0,1,1,1,1,188.0,189.0
25261,1-1301,1,1,3,1,53,2,1,2,0,6,6231    ,62,36000,5,501,2731.2,0,1,1,1,1,188.0,173.0
25262,1-1301,1,1,3,0,6,2,6,2,0,1,       0,0,9999999,9,501,2731.2,0,1,1,1,1,188.0,171.0
25389,1-1301,1,1,3,0,55,1,1,1,0,3,23      ,23,15000,3,76,2731.2,0,1,1,2,2,41.0,41.0
25390,1-1301,1,1,3,0,42,2,1,1,0,8,999920  ,99,600,1,76,2731.2,0,1,1,1,1,41.0,50.0
25391,1-1301,1,1,3,0,6,2,6,1,0,1,       0,0,9999999,9,76,2731.2,0,1,1,1,1,41.0,42.0
25421,1-1301,1,1,2,0,76,1,1,2,0,5,       0,0,15000,3,150,2731.2,0,1,2,2,1,58.0,58.0
25422,1-1301,1,1,2,0,71,2,1,2,0,6,       0,0,8000,2,150,2731.2,0,1,1,1,1,58.0,73.0
25535,1-1301,1,1,1,0,64,1,6,2,0,8,491     ,49,88900,7,501,2731.2,0,1,1,1,1,45.0,45.0
25607,1-1301,1,1,2,1,93,2,5,2,0,6,       0,0,1400,1,15,2731.2,0,2,2,1,1,82.0,83.0
25608,1-1301,1,1,2,0,60,1,4,2,0,8,332MZ   ,33,900,1,15,2731.2,9,1,1,1,1,82.0,61.0
25641,1-1301,1,2,1,0,46,1,6,1,0,6,812112  ,81,36900,5,282,2731.2,0,1,1,1,1,52.0,52.0
25682,1-1301,1,1,1,0,81,2,5,2,0,11,6111    ,61,3820,1,31,2731.2,0,1,2,1,1,94.0,94.0
25835,1-1301,1,1,2,0,85,2,5,2,0,7,       0,0,25900,4,213,2731.2,0,1,1,1,1,62.0,62.0
