,PUMA,GQ,OWNERSHP,FAMSIZE,NCHILD,AGE,SEX,MARST,RACE,HISPAN,EDUC,INDNAICS,SECTOR,INCTOT,INCTOT_DECILE,POVERTY,DENSITY,VETDISAB,DIFFREM,DIFFPHYS,DIFFEYE,DIFFHEAR,HHWT,PERWT
446361,6-8507,1,1,3,0,14,2,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,43.0,51.0
446362,6-8507,1,1,3,0,11,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,43.0,52.0
446363,6-8507,1,1,1,0,58,1,4,1,0,8,23      ,23,200000,8,501,3305.1,0,1,1,1,1,43.0,69.0
446464,6-8507,1,1,1,0,31,1,6,4,0,11,5241    ,52,200000,8,501,3305.1,0,1,1,1,1,52.0,51.0
446481,6-8507,1,1,1,0,56,2,4,1,0,11,5411    ,54,100000,7,501,3305.1,0,1,1,1,1,55.0,55.0
446623,6-8507,1,1,2,1,57,2,4,1,0,10,5413    ,54,48400,5,287,3305.1,0,1,1,1,1,48.0,48.0
446624,6-8507,1,1,2,0,24,2,6,1,0,10,722Z    ,72,0,0,287,3305.1,0,1,1,1,1,48.0,79.0
446625,6-8507,1,1,1,0,45,2,4,7,1,11,6243    ,62,50000,5,380,3305.1,0,1,1,1,1,48.0,64.0
447931,6-8507,1,1,4,2,45,2,1,1,0,11,5112    ,51,115000,7,501,3305.1,0,1,1,1,1,54.0,54.0
447932,6-8507,1,1,4,2,45,1,1,1,0,11,5412    ,54,621000,8,501,3305.1,0,1,1,1,1,54.0,46.0
447933,6-8507,1,1,4,0,11,1,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,54.0,53.0
447934,6-8507,1,1,4,0,8,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,54.0,50.0
447935,6-8507,1,2,4,2,48,2,1,6,0,10,611M3   ,61,300,1,501,3305.1,0,1,1,1,1,47.0,47.0
447936,6-8507,1,2,4,2,48,1,1,6,0,11,5413    ,54,190000,8,501,3305.1,0,1,1,1,1,47.0,46.0
447937,6-8507,1,2,4,0,15,1,6,6,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,47.0,50.0
447938,6-8507,1,2,4,0,14,2,6,6,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,47.0,50.0
448102,6-7502,1,1,2,0,34,2,1,1,0,10,5415    ,54,160000,7,501,33632.6,0,1,1,1,1,232.0,233.0
448103,6-7502,1,1,2,0,31,1,1,1,0,10,5415    ,54,160000,7,501,33632.6,0,1,1,1,1,232.0,205.0
448145,6-8507,1,2,4,2,41,1,1,1,0,11,44511   ,44,606000,8,501,3305.1,0,1,1,1,1,76.0,77.0
448146,6-8507,1,2,4,2,41,2,1,1,0,10,44511   ,44,35000,4,501,3305.1,0,1,1,1,1,76.0,63.0
448147,6-8507,1,2,4,0,4,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,0,0,1,1,76.0,82.0
448148,6-8507,1,2,4,0,4,1,6,1,0,1,       0,0,9999999,9,501,3305.1,0,0,0,1,1,76.0,75.0
448986,6-7502,1,2,3,0,30,1,2,4,0,11,4MS     ,44,85000,6,501,33632.6,0,1,1,1,1,112.0,113.0
448987,6-7502,1,2,3,1,62,2,1,6,0,2,4413    ,44,1300,1,501,33632.6,0,1,1,1,1,112.0,167.0
448988,6-7502,1,2,3,1,61,1,1,4,0,2,9211MP  ,92,20000,3,501,33632.6,0,1,1,1,1,112.0,135.0
449061,6-8507,1,1,2,0,67,1,1,4,0,11,334M2   ,33,31400,4,355,3305.1,0,1,1,1,1,56.0,56.0
449062,6-8507,1,1,2,0,68,2,1,4,0,11,5415    ,54,23200,3,355,3305.1,0,1,1,1,1,56.0,57.0
449128,6-8507,1,1,1,0,56,1,4,1,0,8,       0,0,33300,4,254,3305.1,1,2,2,1,1,84.0,84.0
449399,6-7502,1,2,1,0,66,1,6,1,0,10,       0,0,18500,3,153,33632.6,0,1,1,1,1,95.0,95.0
449845,6-7502,1,2,1,0,36,1,6,1,0,11,3254    ,32,195000,8,501,33632.6,0,1,1,1,1,72.0,73.0
450022,6-7502,1,2,1,0,36,2,6,1,0,10,5613    ,56,170000,7,501,33632.6,0,1,1,1,1,110.0,110.0
450303,6-8507,1,1,2,0,73,1,5,1,0,11,       0,0,55000,5,456,3305.1,0,1,1,1,1,100.0,100.0
450304,6-8507,1,1,2,0,63,2,4,1,0,7,       0,0,20000,3,153,3305.1,0,1,1,1,1,100.0,108.0
450434,6-8507,1,1,3,1,36,1,1,1,0,7,5415    ,54,135000,7,501,3305.1,0,1,1,1,1,96.0,95.0
450435,6-8507,1,1,3,1,37,2,1,2,0,10,5412    ,54,130000,7,501,3305.1,0,1,1,1,1,96.0,95.0
450436,6-8507,1,1,3,0,14,1,6,2,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,96.0,216.0
451291,6-8507,1,1,2,0,53,2,1,1,0,10,5413    ,54,47000,5,501,3305.1,0,1,1,1,1,44.0,44.0
451292,6-8507,1,1,2,0,55,1,1,1,0,10,5413    ,54,493000,8,501,3305.1,0,1,1,1,1,44.0,52.0
451542,6-7502,1,2,1,0,89,2,5,4,0,2,       0,0,11400,2,93,33632.6,0,1,1,1,2,414.0,414.0
451809,6-8507,1,2,4,2,43,1,1,1,0,11,5415    ,54,108000,7,423,3305.1,0,1,1,1,1,30.0,30.0
451810,6-8507,1,2,4,2,41,2,1,1,0,11,       0,0,0,0,423,3305.1,0,1,1,1,1,30.0,25.0
451811,6-8507,1,2,4,0,7,2,6,1,0,1,       0,0,9999999,9,423,3305.1,0,1,1,1,1,30.0,26.0
451812,6-8507,1,2,4,0,4,1,6,1,0,0,       0,0,9999999,9,423,3305.1,0,0,0,1,1,30.0,29.0
452590,6-7502,1,1,1,0,65,1,6,4,0,8,       0,0,19200,3,159,33632.6,0,1,1,1,1,51.0,51.0
452617,6-8507,1,1,2,0,58,2,1,1,0,7,3327    ,33,61000,6,475,3305.1,0,1,1,1,1,125.0,124.0
452618,6-8507,1,1,2,0,59,1,1,4,0,8,       0,0,19600,3,475,3305.1,0,1,1,1,1,125.0,114.0
452698,6-7502,1,1,1,0,55,1,6,4,0,11,5412    ,54,101500,7,501,33632.6,0,1,1,1,1,116.0,115.0
453506,6-7502,1,2,1,0,38,2,6,4,0,10,454110  ,45,33000,4,250,33632.6,0,1,1,1,1,131.0,131.0
453781,6-7502,1,1,2,0,63,2,1,1,0,10,481     ,48,44000,5,501,33632.6,0,1,1,1,1,118.0,118.0
453782,6-7502,1,1,2,0,65,1,1,1,0,10,23      ,23,75500,6,501,33632.6,0,1,1,1,1,118.0,96.0
454234,6-7502,1,2,2,0,42,1,1,1,0,11,7115    ,71,50000,5,501,33632.6,0,1,1,1,1,191.0,192.0
454235,6-7502,1,2,2,0,38,2,1,1,0,11,622M    ,62,70000,6,501,33632.6,0,1,1,1,1,191.0,181.0
454603,6-8507,1,1,2,0,67,2,1,1,0,11,       0,0,1100,1,501,3305.1,0,1,1,1,1,46.0,46.0
454604,6-8507,1,1,2,0,67,1,1,1,0,7,51913   ,51,302900,8,501,3305.1,0,1,1,1,1,46.0,47.0
454605,6-8507,1,1,1,0,55,2,4,1,0,8,       0,0,7500,2,57,3305.1,0,1,1,1,1,46.0,59.0
454606,6-8507,1,1,1,0,52,1,6,1,0,6,485M    ,48,20000,3,152,3305.1,0,1,1,1,1,46.0,54.0
454607,6-8507,1,1,1,0,47,2,4,1,0,10,4441Z   ,44,41000,5,311,3305.1,0,1,1,1,1,46.0,56.0
454661,6-7502,1,1,2,0,64,2,1,1,0,11,531M    ,53,3000,1,354,33632.6,0,1,1,1,1,70.0,70.0
454662,6-7502,1,1,2,0,67,1,1,1,0,6,483     ,48,56700,5,354,33632.6,0,1,1,1,1,70.0,59.0
454831,6-7502,1,2,2,0,56,1,1,1,0,10,5413    ,54,260000,8,501,33632.6,0,1,1,1,1,119.0,119.0
454832,6-7502,1,2,2,0,43,2,1,4,0,10,5111Z   ,51,125000,7,501,33632.6,0,1,1,1,1,119.0,113.0
455140,6-8507,1,1,2,0,72,2,1,1,0,6,331M    ,33,143700,7,501,3305.1,0,1,1,1,1,54.0,53.0
455141,6-8507,1,1,2,0,70,1,1,1,0,7,331M    ,33,29800,4,501,3305.1,0,2,2,1,1,54.0,57.0
455550,6-8507,1,1,1,0,88,2,5,1,0,11,       0,0,84200,6,501,3305.1,0,1,2,1,1,73.0,72.0
456200,6-7502,1,2,1,0,67,1,6,1,0,6,623M    ,62,21000,3,174,33632.6,1,1,1,1,2,94.0,95.0
456428,6-7502,1,2,2,0,75,1,1,1,0,11,       0,0,78000,6,501,33632.6,0,1,1,1,1,49.0,49.0
456429,6-7502,1,2,2,0,72,2,1,1,0,10,       0,0,91700,7,501,33632.6,0,1,1,1,1,49.0,62.0
456803,6-8507,1,1,1,0,67,2,4,5,0,10,       0,0,40,1,1,3305.1,0,1,1,1,1,101.0,101.0
457533,6-8507,1,2,1,0,24,1,6,4,0,10,3341    ,33,1800,1,13,3305.1,0,1,1,1,1,171.0,171.0
457693,6-8507,1,1,1,0,94,2,5,4,0,7,       0,0,14400,2,118,3305.1,0,1,1,1,1,101.0,101.0
457934,6-7502,1,2,1,0,25,2,6,1,0,11,5412    ,54,51000,5,390,33632.6,0,1,1,1,1,52.0,52.0
458307,6-7502,1,2,1,0,32,1,6,1,0,7,5417    ,54,230000,8,501,33632.6,0,1,1,1,1,101.0,101.0
458726,6-8507,1,1,3,0,67,2,6,1,0,11,6111    ,61,27000,4,322,3305.1,0,1,1,1,1,54.0,54.0
458727,6-8507,1,1,3,0,59,2,6,1,0,6,       0,0,23000,3,322,3305.1,0,1,2,1,1,54.0,79.0
458728,6-8507,1,1,3,0,58,2,6,1,0,10,       0,0,13800,2,322,3305.1,0,1,1,1,1,54.0,80.0
458907,6-8507,1,2,4,2,49,1,1,1,0,11,334M2   ,33,622000,8,501,3305.1,0,1,1,1,1,78.0,77.0
458908,6-8507,1,2,4,2,48,2,1,8,0,11,       0,0,0,0,501,3305.1,0,1,1,1,1,78.0,83.0
458909,6-8507,1,2,4,0,14,1,6,8,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,78.0,92.0
458910,6-8507,1,2,4,0,11,1,6,8,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,78.0,92.0
459038,6-8507,1,1,2,0,83,1,1,4,0,10,       0,0,47500,5,376,3305.1,0,1,1,1,1,132.0,132.0
459039,6-8507,1,1,2,0,76,2,1,4,0,0,       0,0,10000,2,376,3305.1,0,1,1,1,1,132.0,115.0
459263,6-7502,1,2,1,0,25,2,6,1,0,10,52M2    ,52,80030,6,501,33632.6,0,1,1,1,1,151.0,151.0
459264,6-7502,1,2,1,0,24,2,6,1,0,10,52M2    ,52,85000,6,501,33632.6,0,1,1,1,1,151.0,121.0
459269,6-7502,1,2,2,1,42,1,2,4,0,6,722Z    ,72,24000,3,212,33632.6,0,1,1,1,1,112.0,112.0
459270,6-7502,1,2,2,0,18,1,6,4,0,5,722Z    ,72,12000,2,212,33632.6,0,1,1,1,1,112.0,127.0
459462,6-7502,1,2,2,0,32,1,6,6,0,11,5416    ,54,238000,8,501,33632.6,0,2,1,1,1,131.0,131.0
459463,6-7502,1,2,2,0,33,2,6,1,0,11,5416    ,54,190000,8,501,33632.6,0,1,1,1,1,131.0,122.0
459691,6-8507,1,1,2,0,83,1,1,1,0,11,33641M1 ,33,264000,8,501,3305.1,1,1,1,1,1,123.0,123.0
459692,6-8507,1,1,2,0,81,2,1,1,0,7,       0,0,55000,5,501,3305.1,0,1,1,1,1,123.0,136.0
459780,6-7502,1,2,2,0,28,2,6,1,0,10,52M2    ,52,100000,7,501,33632.6,0,1,1,1,1,74.0,74.0
459781,6-7502,1,2,2,0,28,1,6,1,0,10,5418    ,54,84000,6,501,33632.6,0,1,1,1,1,74.0,65.0
459865,6-7502,1,1,3,2,46,2,3,6,0,11,       0,0,82000,6,403,33632.6,0,2,1,1,1,97.0,97.0
459866,6-7502,1,1,3,0,10,2,6,8,0,1,       0,0,9999999,9,403,33632.6,0,1,1,1,1,97.0,92.0
459867,6-7502,1,1,3,0,7,2,6,8,0,1,       0,0,9999999,9,403,33632.6,0,1,1,1,1,97.0,92.0
459941,6-7502,1,2,2,0,24,1,6,4,0,10,5415    ,54,150000,7,501,33632.6,0,1,1,1,1,44.0,44.0
459942,6-7502,1,2,2,0,19,2,6,4,0,6,51912   ,51,3000,1,22,33632.6,0,1,1,1,1,44.0,53.0
460168,6-8507,1,1,3,1,57,1,1,1,0,11,       0,0,120000,7,501,3305.1,0,1,1,1,1,96.0,96.0
460169,6-8507,1,1,3,1,51,2,1,1,0,11,611M1   ,61,83000,6,501,3305.1,0,1,1,1,1,96.0,83.0
460170,6-8507,1,1,3,0,24,1,6,1,0,10,3345    ,33,133900,7,501,3305.1,0,1,1,1,1,96.0,116.0
460329,6-8507,1,2,1,0,60,2,6,8,0,10,3341    ,33,218000,8,501,3305.1,0,1,1,1,1,55.0,55.0
460354,6-7502,1,1,2,0,50,1,6,4,0,10,23      ,23,57000,5,501,33632.6,0,1,1,1,1,55.0,55.0
460355,6-7502,1,1,2,1,84,1,5,4,0,6,       0,0,276000,8,501,33632.6,0,1,1,1,2,55.0,84.0
460512,6-8507,1,2,1,0,35,1,6,4,0,11,334M2   ,33,200000,8,501,3305.1,0,1,1,1,1,104.0,104.0
460543,6-7502,1,1,1,0,45,2,6,1,0,10,332M    ,33,210000,8,501,33632.6,0,1,1,1,1,101.0,101.0
460955,6-7502,1,2,1,0,29,1,6,1,0,11,5417    ,54,230000,8,501,33632.6,0,1,1,1,1,176.0,177.0
460956,6-7502,1,2,1,0,28,1,6,4,0,10,52M1    ,52,55000,5,418,33632.6,0,1,1,1,1,176.0,257.0
461032,6-8507,1,1,2,0,67,1,1,1,0,10,5415    ,54,105000,7,501,3305.1,0,1,1,1,1,100.0,100.0
461033,6-8507,1,1,2,0,64,2,1,1,0,10,442     ,44,8400,2,501,3305.1,0,1,1,1,1,100.0,107.0
461190,6-7502,1,1,1,0,24,2,6,4,0,10,5615    ,56,125000,7,501,33632.6,0,1,1,1,1,42.0,42.0
461219,6-8507,1,1,1,0,73,2,4,1,0,11,       0,0,45500,5,378,3305.1,0,1,2,1,1,190.0,190.0
461361,6-7502,1,2,1,0,75,2,4,1,0,7,5412    ,54,145700,7,501,33632.6,0,1,1,1,1,69.0,69.0
461397,6-7502,1,2,2,0,87,1,1,1,0,10,       0,0,8400,2,109,33632.6,0,1,2,1,1,69.0,70.0
461398,6-7502,1,2,2,0,82,2,1,1,0,10,       0,0,8400,2,109,33632.6,0,1,2,1,2,69.0,79.0
461684,6-8507,1,1,2,1,81,2,5,1,0,7,       0,0,51000,5,349,3305.1,0,1,1,1,1,99.0,99.0
461685,6-8507,1,1,2,0,51,1,6,1,0,6,       0,0,2300,1,349,3305.1,0,1,1,1,1,99.0,122.0
462388,6-8507,1,1,3,1,58,1,1,8,0,11,5415    ,54,195000,8,501,3305.1,0,1,1,1,1,79.0,79.0
462389,6-8507,1,1,3,1,51,2,1,1,4,10,5415    ,54,160000,7,501,3305.1,0,1,1,1,1,79.0,97.0
462390,6-8507,1,1,3,0,16,1,6,1,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,79.0,83.0
462521,6-8507,1,1,1,0,62,1,4,1,0,8,51913   ,51,223000,8,501,3305.1,0,1,1,1,1,121.0,121.0
462566,6-7502,1,2,1,0,85,2,4,1,0,11,       0,0,67320,6,501,33632.6,0,1,1,1,1,82.0,82.0
462821,6-7502,1,2,2,0,61,1,1,4,0,2,       0,0,0,0,47,33632.6,0,1,2,1,1,210.0,210.0
462822,6-7502,1,2,2,0,55,2,1,4,0,2,4481    ,44,8000,2,47,33632.6,0,1,1,1,1,210.0,257.0
463171,6-7502,1,2,2,0,68,1,1,6,0,3,5617Z   ,56,10600,2,118,33632.6,0,1,1,1,1,56.0,55.0
463172,6-7502,1,2,2,0,59,2,1,6,0,0,6241    ,62,7500,2,118,33632.6,0,1,1,1,1,56.0,78.0
463744,6-7502,1,2,2,0,36,1,1,1,0,10,52M2    ,52,130000,7,501,33632.6,0,1,1,1,1,84.0,85.0
463745,6-7502,1,2,2,0,37,2,1,1,0,10,5415    ,54,124000,7,501,33632.6,0,1,1,1,1,84.0,79.0
463800,6-7502,1,2,5,3,52,2,1,4,0,0,517311  ,51,80000,6,501,33632.6,0,1,1,1,1,147.0,148.0
463801,6-7502,1,2,5,3,63,1,1,4,0,0,       0,0,0,0,501,33632.6,0,1,1,1,1,147.0,190.0
463802,6-7502,1,2,5,0,26,1,6,4,0,10,5613    ,56,10000,2,501,33632.6,0,1,1,1,1,147.0,203.0
463803,6-7502,1,2,5,0,23,2,6,4,0,10,5415    ,54,75000,6,501,33632.6,0,1,1,1,1,147.0,185.0
463804,6-7502,1,2,5,0,23,2,6,4,0,10,52M1    ,52,70000,6,501,33632.6,0,1,1,1,1,147.0,183.0
464234,6-8507,1,2,2,1,59,2,3,1,1,10,814     ,81,200,1,48,3305.1,0,2,1,1,1,84.0,84.0
464235,6-8507,1,2,2,0,37,1,6,1,1,6,       0,0,8100,2,48,3305.1,0,2,1,1,1,84.0,64.0
464827,6-8507,1,1,2,0,81,2,4,1,0,11,       0,0,50200,5,340,3305.1,0,1,1,1,1,40.0,40.0
464828,6-8507,1,1,2,0,34,1,6,1,0,6,       0,0,1500,1,340,3305.1,0,2,1,1,1,40.0,60.0
464829,6-8507,1,1,1,0,48,2,4,1,0,11,5413    ,54,100000,7,501,3305.1,0,1,1,1,1,40.0,53.0
465208,6-8507,1,1,2,0,57,1,1,6,0,11,5417    ,54,188200,8,501,3305.1,0,1,1,1,1,50.0,51.0
465209,6-8507,1,1,2,0,56,2,1,6,0,7,334M2   ,33,42000,5,501,3305.1,0,1,1,1,1,50.0,53.0
465232,6-8507,1,2,1,0,50,2,6,1,0,10,5414    ,54,92000,7,501,3305.1,0,1,1,1,1,62.0,63.0
465524,6-8507,1,1,2,0,78,1,1,1,0,11,6212    ,62,33000,4,312,3305.1,0,1,1,1,1,98.0,98.0
465525,6-8507,1,1,2,0,76,2,1,1,0,6,6212    ,62,15000,3,312,3305.1,0,1,1,1,1,98.0,109.0
465886,6-7502,1,1,1,0,65,1,6,1,0,11,5413    ,54,84500,6,501,33632.6,0,1,1,1,1,91.0,91.0
467234,6-7502,1,2,2,0,37,1,1,6,0,11,3399M   ,33,70000,6,415,33632.6,0,1,1,1,1,81.0,80.0
467235,6-7502,1,2,2,0,34,2,1,6,0,10,       0,0,0,0,415,33632.6,0,1,1,1,1,81.0,80.0
467238,6-8507,1,1,4,2,52,1,1,1,0,7,23      ,23,25000,3,94,3305.1,0,1,1,1,1,68.0,68.0
467239,6-8507,1,1,4,2,50,2,1,1,0,7,       0,0,0,0,94,3305.1,0,1,1,1,1,68.0,66.0
467240,6-8507,1,1,4,0,19,1,6,1,0,6,       0,0,0,0,94,3305.1,0,1,1,1,1,68.0,82.0
467241,6-8507,1,1,4,0,12,2,6,1,0,2,       0,0,9999999,9,94,3305.1,0,1,1,1,1,68.0,65.0
467815,6-8507,1,1,2,0,69,1,1,1,0,11,5411    ,54,191000,8,501,3305.1,0,1,1,1,2,40.0,40.0
467816,6-8507,1,1,2,0,66,2,1,1,0,11,       0,0,5000,1,501,3305.1,0,1,1,1,1,40.0,38.0
468457,6-7502,1,2,1,0,69,1,6,1,0,7,531M    ,53,27900,4,230,33632.6,0,1,1,1,1,62.0,62.0
469897,6-8507,1,1,7,3,46,2,1,1,0,10,6111    ,61,0,0,501,3305.1,0,1,1,1,1,61.0,61.0
469898,6-8507,1,1,7,3,48,1,1,1,0,10,5415    ,54,571000,8,501,3305.1,0,1,1,1,1,61.0,54.0
469899,6-8507,1,1,7,0,17,1,6,1,0,5,722Z    ,72,2000,1,501,3305.1,0,1,1,1,1,61.0,63.0
469900,6-8507,1,1,7,0,15,1,6,1,0,2,       0,0,0,0,501,3305.1,0,1,1,1,1,61.0,61.0
469901,6-8507,1,1,7,0,11,1,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,61.0,61.0
469902,6-8507,1,1,7,1,72,1,1,1,0,10,       0,0,48000,5,501,3305.1,0,1,1,1,1,61.0,71.0
469903,6-8507,1,1,7,1,71,2,1,1,0,10,       0,0,13200,2,501,3305.1,0,1,1,1,1,61.0,67.0
470002,6-8507,1,2,1,0,66,1,4,1,0,11,611M1   ,61,58000,5,474,3305.1,0,1,1,1,1,99.0,99.0
470382,6-7502,1,2,2,0,64,2,1,4,0,6,531M    ,53,3500,1,109,33632.6,0,1,1,1,1,290.0,290.0
470383,6-7502,1,2,2,0,67,1,1,4,0,6,33641M1 ,33,15100,3,109,33632.6,0,1,1,1,1,290.0,206.0
470766,6-8507,1,1,2,0,94,1,1,5,0,10,       0,0,23000,3,208,3305.1,1,1,1,1,1,43.0,44.0
470767,6-8507,1,1,2,0,90,2,1,5,0,11,       0,0,8700,2,208,3305.1,0,1,1,1,1,43.0,38.0
471044,6-7502,1,2,1,0,94,2,5,4,0,2,       0,0,10800,2,89,33632.6,0,2,1,2,1,274.0,275.0
471403,6-8507,1,1,4,2,61,1,1,6,0,11,33641M2 ,33,106000,7,409,3305.1,0,1,1,1,1,44.0,43.0
471404,6-8507,1,1,4,2,44,2,1,6,0,11,       0,0,0,0,409,3305.1,0,1,1,1,1,44.0,44.0
471405,6-8507,1,1,4,0,11,1,6,6,0,2,       0,0,9999999,9,409,3305.1,0,1,1,1,1,44.0,46.0
471406,6-8507,1,1,4,0,9,1,6,6,0,1,       0,0,9999999,9,409,3305.1,0,1,1,1,1,44.0,47.0
471440,6-7502,1,2,1,0,34,1,6,4,0,10,44611   ,44,3000,1,22,33632.6,0,1,1,1,1,84.0,84.0
471460,6-8507,1,1,4,2,38,2,1,1,0,10,713Z    ,71,0,0,501,3305.1,0,1,1,1,1,45.0,45.0
471461,6-8507,1,1,4,2,38,1,1,1,0,11,722Z    ,72,651000,8,501,3305.1,0,1,1,1,1,45.0,56.0
471462,6-8507,1,1,4,0,4,1,6,1,0,0,       0,0,9999999,9,501,3305.1,0,0,0,1,1,45.0,54.0
471463,6-8507,1,1,4,0,2,1,6,1,0,0,       0,0,9999999,9,501,3305.1,0,0,0,1,1,45.0,54.0
472908,6-7502,1,2,2,0,27,1,6,1,0,10,5241    ,52,140000,7,501,33632.6,0,1,1,1,1,90.0,90.0
472909,6-7502,1,2,2,0,27,2,6,1,0,7,5414    ,54,85000,6,501,33632.6,0,1,1,1,1,90.0,99.0
473296,6-8507,1,1,2,0,70,1,1,6,0,10,       0,0,88700,6,501,3305.1,0,1,1,1,1,129.0,129.0
473297,6-8507,1,1,2,0,64,2,1,6,0,7,       0,0,0,0,501,3305.1,0,1,1,1,1,129.0,139.0
473365,6-8507,1,1,4,2,53,2,1,1,0,11,       0,0,45000,5,501,3305.1,0,1,1,1,1,78.0,77.0
473366,6-8507,1,1,4,2,53,1,1,1,0,11,4234    ,42,571000,8,501,3305.1,0,1,1,1,1,78.0,79.0
473367,6-8507,1,1,4,0,17,1,6,1,0,5,44511   ,44,1500,1,501,3305.1,0,1,1,1,1,78.0,82.0
473368,6-8507,1,1,4,0,10,2,6,1,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,78.0,75.0
473849,6-7502,1,1,3,1,60,1,1,1,0,11,       0,0,100,1,501,33632.6,0,1,1,1,1,62.0,62.0
473850,6-7502,1,1,3,1,60,2,1,1,0,10,52M1    ,52,147100,7,501,33632.6,0,1,1,1,1,62.0,57.0
473851,6-7502,1,1,3,0,17,1,6,1,0,5,6111    ,61,0,0,501,33632.6,0,1,1,1,1,62.0,41.0
475673,6-7502,1,1,2,0,60,1,1,1,0,11,6111    ,61,72000,6,501,33632.6,0,1,1,1,1,189.0,190.0
475674,6-7502,1,1,2,0,58,2,1,5,0,10,62132   ,62,20000,3,501,33632.6,0,1,1,1,1,189.0,228.0
475953,6-8507,1,1,4,2,54,2,1,4,0,11,3341    ,33,6200,1,501,3305.1,0,1,1,1,1,99.0,100.0
475954,6-8507,1,1,4,2,52,1,1,4,0,11,334M2   ,33,203000,8,501,3305.1,0,1,1,1,1,99.0,113.0
475955,6-8507,1,1,4,0,16,1,6,4,0,4,       0,0,0,0,501,3305.1,0,1,1,1,1,99.0,113.0
475956,6-8507,1,1,4,0,11,2,6,4,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,99.0,109.0
475960,6-7502,1,1,2,0,38,2,6,1,0,11,813M    ,81,118000,7,501,33632.6,0,1,1,1,1,114.0,113.0
475961,6-7502,1,1,2,0,38,1,4,1,0,11,5415    ,54,197000,8,501,33632.6,0,1,1,1,1,114.0,118.0
476301,6-7502,1,1,1,0,31,1,6,1,0,10,5415    ,54,190000,8,501,33632.6,0,1,1,1,1,114.0,114.0
476490,6-7502,1,2,1,0,43,2,6,1,0,10,4523    ,45,275000,8,501,33632.6,0,1,1,1,1,63.0,63.0
476672,6-8507,1,2,3,1,47,1,1,1,0,11,334M2   ,33,571000,8,501,3305.1,0,1,1,1,1,174.0,174.0
476673,6-8507,1,2,3,1,41,2,1,1,0,11,       0,0,0,0,501,3305.1,0,1,1,1,1,174.0,169.0
476674,6-8507,1,2,3,0,14,1,6,1,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,174.0,198.0
476834,6-8507,1,1,1,0,81,1,5,1,0,10,       0,0,125800,7,501,3305.1,0,1,1,1,1,71.0,71.0
476878,6-7502,1,1,3,1,32,1,1,6,0,10,5112    ,51,200500,8,501,33632.6,0,1,1,1,1,137.0,138.0
476879,6-7502,1,1,3,1,33,2,1,6,0,11,334M2   ,33,200000,8,501,33632.6,0,1,1,1,1,137.0,121.0
476880,6-7502,1,1,3,0,1,1,6,6,0,0,       0,0,9999999,9,501,33632.6,0,0,0,1,1,137.0,132.0
477177,6-7502,1,1,3,1,80,1,1,1,0,11,5413    ,54,213100,8,501,33632.6,1,1,1,1,2,87.0,86.0
477178,6-7502,1,1,3,1,76,2,1,1,0,10,611M3   ,61,62400,6,501,33632.6,0,1,1,1,1,87.0,98.0
477179,6-7502,1,1,3,0,47,1,6,1,0,10,23      ,23,20500,3,501,33632.6,0,1,1,1,1,87.0,176.0
477246,6-8507,1,1,4,2,51,1,1,7,0,11,5415    ,54,310000,8,501,3305.1,0,1,1,1,1,46.0,46.0
477247,6-8507,1,1,4,2,48,2,1,7,0,11,335M    ,33,100000,7,501,3305.1,0,1,1,1,1,46.0,48.0
477248,6-8507,1,1,4,0,15,2,6,7,0,3,       0,0,0,0,501,3305.1,0,1,1,1,1,46.0,48.0
477249,6-8507,1,1,4,0,11,2,6,7,0,2,       0,0,9999999,9,501,3305.1,0,1,1,1,1,46.0,43.0
477529,6-8507,1,2,1,0,78,2,5,1,0,6,       0,0,0,0,1,3305.1,0,1,1,1,1,53.0,53.0
477740,6-7502,1,2,1,0,64,2,6,6,0,8,       0,0,10300,2,78,33632.6,0,1,1,1,1,134.0,134.0
478150,6-7502,1,2,2,0,64,1,1,4,0,0,722Z    ,72,27500,4,194,33632.6,0,1,1,1,1,45.0,45.0
478151,6-7502,1,2,2,0,66,2,1,4,0,1,       0,0,5500,1,194,33632.6,0,1,1,1,1,45.0,43.0
478373,6-8507,1,1,6,2,39,2,1,6,0,11,5415    ,54,250000,8,501,3305.1,0,1,1,1,1,58.0,58.0
478374,6-8507,1,1,6,2,38,1,1,6,0,11,611M2   ,61,175000,7,501,3305.1,0,1,1,1,1,58.0,63.0
478375,6-8507,1,1,6,0,9,1,6,6,0,1,       0,0,9999999,9,501,3305.1,0,1,1,1,1,58.0,62.0
